N,w_ratio,r_min,seed,mean_brier,mean_H,mean_A,mean_r,n_tasks
8,0.0,0.5,42,0.39771816660518,0.34,0.96,0.8368325799999999,100
8,0.0,0.5,123,0.37563368470161995,0.36,0.99,0.8281010000000001,100
8,0.0,0.5,456,0.41719307938361,0.32,0.99,0.8375971099999999,100
8,0.0,0.5,789,0.41402515216970004,0.33,0.99,0.84187162,100
8,0.0,0.7,0,0.36880647663116994,0.37,0.78,0.83454663,100
8,0.0,0.7,42,0.39771816660518,0.34,0.75,0.8368325799999999,100
8,0.0,0.7,123,0.37563368470161995,0.36,0.71,0.8281010000000001,100
8,0.0,0.7,456,0.41719307938361,0.32,0.78,0.8375971099999999,100
8,0.0,0.7,789,0.41402515216970004,0.33,0.78,0.84187162,100
8,0.0,0.9,0,0.36880647663116994,0.37,0.44,0.83454663,100
8,0.0,0.9,42,0.39771816660518,0.34,0.42,0.8368325799999999,100
8,0.0,0.9,123,0.37563368470161995,0.36,0.44,0.8281010000000001,100
8,0.0,0.9,456,0.41719307938361,0.32,0.44,0.8375971099999999,100
8,0.0,0.9,789,0.41402515216970004,0.33,0.44,0.84187162,100
8,0.25,0.5,0,0.37365100452271,0.37,0.99,0.83906005,100
8,0.25,0.5,42,0.40072179453886003,0.34,0.99,0.83967112,100
8,0.25,0.5,123,0.37698832685073996,0.36,1.0,0.8295174799999999,100
8,0.25,0.5,456,0.41812658314194,0.32,1.0,0.8385269399999999,100
8,0.25,0.5,789,0.41462229839318,0.33,1.0,0.8424842800000001,100
8,0.25,0.7,0,0.39256998619322,0.37,0.94,0.85240144,100
8,0.25,0.7,42,0.41398208605835,0.34,0.91,0.84852585,100
8,0.25,0.7,123,0.40897575397705,0.36,0.92,0.85260465,100
8,0.25,0.7,456,0.44299507812767996,0.32,0.96,0.85729774,100
8,0.25,0.7,789,0.43913545013617006,0.33,0.95,0.86066301,100
8,0.25,0.9,0,0.39215463376104,0.37,0.56,0.84775808,100
8,0.25,0.9,42,0.42440345581936,0.34,0.56,0.8518444599999999,100
8,0.25,0.9,123,0.39025257181052,0.36,0.52,0.8362969800000001,100
8,0.25,0.9,456,0.43646983305415,0.32,0.55,0.84845839,100
8,0.25,0.9,789,0.43498058243973,0.33,0.57,0.8535306699999999,100
8,0.5,0.5,0,0.37365100452271,0.37,0.99,0.83906005,100
8,0.5,0.5,42,0.40538047650166,0.34,1.0,0.84319132,100
8,0.5,0.5,123,0.37698832685073996,0.36,1.0,0.8295174799999999,100
8,0.5,0.5,456,0.41812658314194,0.32,1.0,0.8385269399999999,100
8,0.5,0.5,789,0.41462229839318,0.33,1.0,0.8424842800000001,100
8,0.5,0.7,0,0.4042664970336,0.37,0.98,0.86212348,100
8,0.5,0.7,42,0.44068266400919,0.34,0.99,0.8688228499999999,100
8,0.5,0.7,123,0.4276391708103,0.36,0.98,0.86622608,100
8,0.5,0.7,456,0.44971190214516,0.32,0.98,0.86200038,100
8,0.5,0.7,789,0.45033535132532004,0.33,0.99,0.8692026199999999,100
8,0.5,0.9,0,0.43401564487125,0.37,0.68,0.87279691,100
8,0.5,0.9,42,0.48731874810888004,0.34,0.73,0.88934162,100
8,0.5,0.9,123,0.45623119794650996,0.36,0.69,0.8766767299999999,100
8,0.5,0.9,456,0.51097201624115,0.32,0.75,0.8931919700000001,100
8,0.5,0.9,789,0.49116420300174,0.33,0.73,0.88733412,100
8,1.0,0.5,0,0.37947225483311003,0.37,1.0,0.84325839,100
8,1.0,0.5,42,0.40538047650166,0.34,1.0,0.84319132,100
8,1.0,0.5,123,0.37698832685073996,0.36,1.0,0.8295174799999999,100
8,1.0,0.5,456,0.41812658314194,0.32,1.0,0.8385269399999999,100
8,1.0,0.5,789,0.41462229839318,0.33,1.0,0.8424842800000001,100
8,1.0,0.7,0,0.41509674332560004,0.37,1.0,0.8694713000000001,100
8,1.0,0.7,42,0.44653093250562004,0.34,1.0,0.8723800199999999,100
8,1.0,0.7,123,0.43946062722727,0.35,1.0,0.8736621499999999,100
8,1.0,0.7,456,0.45480103295961,0.32,0.99,0.86549293,100
8,1.0,0.7,789,0.45536870222132003,0.33,1.0,0.8727286200000001,100
8,1.0,0.9,0,0.48254593300140003,0.34,0.75,0.88980498,100
8,1.0,0.9,42,0.53558717004074,0.31,0.8,0.90704474,100
8,1.0,0.9,123,0.5091684005661999,0.32,0.77,0.8954759,100
8,1.0,0.9,456,0.54492859578947,0.3,0.8,0.90553923,100
8,1.0,0.9,789,0.5272885431511,0.3,0.78,0.89598568,100
8,2.0,0.5,0,0.37947225483311003,0.37,1.0,0.84325839,100
8,2.0,0.5,42,0.40538047650166,0.34,1.0,0.84319132,100
8,2.0,0.5,123,0.37698832685073996,0.36,1.0,0.8295174799999999,100
8,2.0,0.5,456,0.41812658314194,0.32,1.0,0.8385269399999999,100
8,2.0,0.5,789,0.41462229839318,0.33,1.0,0.8424842800000001,100
8,2.0,0.7,0,0.41509674332560004,0.37,1.0,0.8694713000000001,100
8,2.0,0.7,42,0.44653093250562004,0.34,1.0,0.8723800199999999,100
8,2.0,0.7,123,0.43946062722727,0.35,1.0,0.8736621499999999,100
8,2.0,0.7,456,0.45480103295961,0.32,0.99,0.86549293,100
8,2.0,0.7,789,0.45536870222132003,0.33,1.0,0.8727286200000001,100
8,2.0,0.9,0,0.48254593300140003,0.34,0.75,0.88980498,100
8,2.0,0.9,42,0.53558717004074,0.31,0.8,0.90704474,100
8,2.0,0.9,123,0.5091684005661999,0.32,0.77,0.8954759,100
8,2.0,0.9,456,0.54492859578947,0.3,0.8,0.90553923,100
8,2.0,0.9,789,0.5272885431511,0.3,0.78,0.89598568,100
8,4.0,0.5,0,0.37947225483311003,0.37,1.0,0.84325839,100
8,4.0,0.5,42,0.40538047650166,0.34,1.0,0.84319132,100
8,4.0,0.5,123,0.37698832685073996,0.36,1.0,0.8295174799999999,100
8,4.0,0.5,456,0.41812658314194,0.32,1.0,0.8385269399999999,100
8,4.0,0.5,789,0.41462229839318,0.33,1.0,0.8424842800000001,100
8,4.0,0.7,0,0.41509674332560004,0.37,1.0,0.8694713000000001,100
8,4.0,0.7,42,0.44653093250562004,0.34,1.0,0.8723800199999999,100
8,4.0,0.7,123,0.43946062722727,0.35,1.0,0.8736621499999999,100
8,4.0,0.7,456,0.45480103295961,0.32,0.99,0.86549293,100
8,4.0,0.7,789,0.45536870222132003,0.33,1.0,0.8727286200000001,100
8,4.0,0.9,0,0.48254593300140003,0.34,0.75,0.88980498,100
8,4.0,0.9,42,0.53558717004074,0.31,0.8,0.90704474,100
8,4.0,0.9,123,0.5091684005661999,0.32,0.77,0.8954759,100
8,4.0,0.9,456,0.54492859578947,0.3,0.8,0.90553923,100
8,4.0,0.9,789,0.5272885431511,0.3,0.78,0.89598568,100
16,0.0,0.5,0,0.32637384670192,0.37,0.94,0.80630846,100
16,0.0,0.5,42,0.32782986960962,0.37,0.94,0.80586372,100
16,0.0,0.5,123,0.31923960131582,0.38,0.95,0.8022288999999999,100
16,0.0,0.5,456,0.33601967768251,0.38,0.98,0.8163872499999999,100
16,0.0,0.5,789,0.34232422305097,0.37,0.97,0.81220927,100
16,0.0,0.7,0,0.32637384670192,0.37,0.7,0.80630846,100
16,0.0,0.7,42,0.32782986960962,0.37,0.68,0.80586372,100
16,0.0,0.7,123,0.31923960131582,0.38,0.68,0.8022288999999999,100
16,0.0,0.7,456,0.33601967768251,0.38,0.71,0.8163872499999999,100
16,0.0,0.7,789,0.34232422305097,0.37,0.71,0.81220927,100
16,0.0,0.9,0,0.32637384670192,0.37,0.4,0.80630846,100
16,0.0,0.9,42,0.32782986960962,0.37,0.34,0.80586372,100
16,0.0,0.9,123,0.31923960131582,0.38,0.37,0.8022288999999999,100
16,0.0,0.9,456,0.33601967768251,0.38,0.43,0.8163872499999999,100
16,0.0,0.9,789,0.34232422305097,0.37,0.4,0.81220927,100
16,0.25,0.5,0,0.3324087663053,0.37,1.0,0.8122224199999999,100
16,0.25,0.5,42,0.33305579397784996,0.37,0.99,0.8106830899999999,100
16,0.25,0.5,123,0.32706306962843995,0.38,1.0,0.8098654000000001,100
16,0.25,0.5,456,0.33824665589054,0.38,1.0,0.81855156,100
16,0.25,0.5,789,0.34651070195677003,0.37,1.0,0.81622051,100
16,0.25,0.7,0,0.35352469610401,0.37,0.9,0.82676433,100
16,0.25,0.7,42,0.34830059963418997,0.37,0.88,0.8211218499999999,100
16,0.25,0.7,123,0.35596681847561,0.38,0.91,0.83013885,100
16,0.25,0.7,456,0.37431284266497,0.38,0.95,0.84572621,100
16,0.25,0.7,789,0.37073524367623995,0.37,0.92,0.8337011400000001,100
16,0.25,0.9,0,0.34529659719247,0.37,0.49,0.81700941,100
16,0.25,0.9,42,0.34760876682586994,0.37,0.44,0.81711871,100
16,0.25,0.9,123,0.33676460274575,0.38,0.47,0.81205513,100
16,0.25,0.9,456,0.34851546489095,0.38,0.49,0.8233577699999999,100
16,0.25,0.9,789,0.35882060427093004,0.37,0.48,0.8216593299999999,100
16,0.5,0.5,0,0.3324087663053,0.37,1.0,0.8122224199999999,100
16,0.5,0.5,42,0.3379305239179,0.37,1.0,0.8144310400000001,100
16,0.5,0.5,123,0.32706306962843995,0.38,1.0,0.8098654000000001,100
16,0.5,0.5,456,0.33824665589054,0.38,1.0,0.81855156,100
16,0.5,0.5,789,0.34651070195677003,0.37,1.0,0.81622051,100
16,0.5,0.7,0,0.38006913422736,0.37,0.98,0.84750156,100
16,0.5,0.7,42,0.38055049713228994,0.37,0.98,0.84587367,100
16,0.5,0.7,123,0.37561279612404,0.38,0.97,0.84649978,100
16,0.5,0.7,456,0.39071422457308996,0.38,1.0,0.85845635,100
16,0.5,0.7,789,0.38837764413293996,0.37,0.98,0.8478086,100
16,0.5,0.9,0,0.42897262840127,0.37,0.71,0.8690220700000001,100
16,0.5,0.9,42,0.43449984780514994,0.37,0.69,0.86866603,100
16,0.5,0.9,123,0.42961836107148005,0.38,0.72,0.86923966,100
16,0.5,0.9,456,0.43737130143701997,0.38,0.73,0.8773404600000001,100
16,0.5,0.9,789,0.43634816891056,0.37,0.69,0.8683854,100
16,1.0,0.5,0,0.3324087663053,0.37,1.0,0.8122224199999999,100
16,1.0,0.5,42,0.3379305239179,0.37,1.0,0.8144310400000001,100
16,1.0,0.5,123,0.32706306962843995,0.38,1.0,0.8098654000000001,100
16,1.0,0.5,456,0.33824665589054,0.38,1.0,0.81855156,100
16,1.0,0.5,789,0.34651070195677003,0.37,1.0,0.81622051,100
16,1.0,0.7,0,0.39254658930354,0.37,1.0,0.85562402,100
16,1.0,0.7,42,0.39219901370432,0.37,1.0,0.8529537,100
16,1.0,0.7,123,0.39490987181820997,0.37,1.0,0.85664999,100
16,1.0,0.7,456,0.39071422457308996,0.38,1.0,0.85845635,100
16,1.0,0.7,789,0.39905669418366,0.37,1.0,0.85474688,100
16,1.0,0.9,0,0.50149716494551,0.34,0.82,0.90128975,100
16,1.0,0.9,42,0.51645379718267,0.32,0.81,0.89790665,100
16,1.0,0.9,123,0.5156372324816,0.33,0.85,0.90315796,100
16,1.0,0.9,456,0.5115216292927299,0.34,0.84,0.90657131,100
16,1.0,0.9,789,0.51187117997649,0.32,0.8,0.89513321,100
16,2.0,0.5,0,0.3324087663053,0.37,1.0,0.8122224199999999,100
16,2.0,0.5,42,0.3379305239179,0.37,1.0,0.8144310400000001,100
16,2.0,0.5,123,0.32706306962843995,0.38,1.0,0.8098654000000001,100
16,2.0,0.5,456,0.33824665589054,0.38,1.0,0.81855156,100
16,2.0,0.5,789,0.34651070195677003,0.37,1.0,0.81622051,100
16,2.0,0.7,0,0.39254658930354,0.37,1.0,0.85562402,100
16,2.0,0.7,42,0.39219901370432,0.37,1.0,0.8529537,100
16,2.0,0.7,123,0.39490987181820997,0.37,1.0,0.85664999,100
16,2.0,0.7,456,0.39071422457308996,0.38,1.0,0.85845635,100
16,2.0,0.7,789,0.39905669418366,0.37,1.0,0.85474688,100
16,2.0,0.9,0,0.50149716494551,0.34,0.82,0.90128975,100
16,2.0,0.9,42,0.51645379718267,0.32,0.81,0.89790665,100
16,2.0,0.9,123,0.5156372324816,0.33,0.85,0.90315796,100
16,2.0,0.9,456,0.5115216292927299,0.34,0.84,0.90657131,100
16,2.0,0.9,789,0.51187117997649,0.32,0.8,0.89513321,100
16,4.0,0.5,0,0.3324087663053,0.37,1.0,0.8122224199999999,100
16,4.0,0.5,42,0.3379305239179,0.37,1.0,0.8144310400000001,100
16,4.0,0.5,123,0.32706306962843995,0.38,1.0,0.8098654000000001,100
16,4.0,0.5,456,0.33824665589054,0.38,1.0,0.81855156,100
16,4.0,0.5,789,0.34651070195677003,0.37,1.0,0.81622051,100
16,4.0,0.7,0,0.39254658930354,0.37,1.0,0.85562402,100
16,4.0,0.7,42,0.39219901370432,0.37,1.0,0.8529537,100
16,4.0,0.7,123,0.39490987181820997,0.37,1.0,0.85664999,100
16,4.0,0.7,456,0.39071422457308996,0.38,1.0,0.85845635,100
16,4.0,0.7,789,0.39905669418366,0.37,1.0,0.85474688,100
16,4.0,0.9,0,0.50149716494551,0.34,0.82,0.90128975,100
16,4.0,0.9,42,0.51645379718267,0.32,0.81,0.89790665,100
16,4.0,0.9,123,0.5156372324816,0.33,0.85,0.90315796,100
16,4.0,0.9,456,0.5115216292927299,0.34,0.84,0.90657131,100
16,4.0,0.9,789,0.51187117997649,0.32,0.8,0.89513321,100
32,0.0,0.5,0,0.28527247356765995,0.38,0.9,0.77774398,100
32,0.0,0.5,42,0.27776107878918,0.37,0.93,0.7713593799999999,100
32,0.0,0.5,123,0.2635202362207,0.4,0.91,0.7693032599999999,100
32,0.0,0.5,456,0.27741648547562,0.39,0.92,0.7814646000000001,100
32,0.0,0.5,789,0.26577699957078,0.4,0.93,0.77419896,100
32,0.0,0.7,0,0.28527247356765995,0.38,0.58,0.77774398,100
32,0.0,0.7,42,0.27776107878918,0.37,0.56,0.7713593799999999,100
32,0.0,0.7,123,0.2635202362207,0.4,0.57,0.7693032599999999,100
32,0.0,0.7,456,0.27741648547562,0.39,0.63,0.7814646000000001,100
32,0.0,0.7,789,0.26577699957078,0.4,0.59,0.77419896,100
32,0.0,0.9,0,0.28527247356765995,0.38,0.37,0.77774398,100
32,0.0,0.9,42,0.27776107878918,0.37,0.31,0.7713593799999999,100
32,0.0,0.9,123,0.2635202362207,0.4,0.33,0.7693032599999999,100
32,0.0,0.9,456,0.27741648547562,0.39,0.38,0.7814646000000001,100
32,0.0,0.9,789,0.26577699957078,0.4,0.35,0.77419896,100
32,0.25,0.5,0,0.29333901369005,0.38,0.98,0.78567037,100
32,0.25,0.5,42,0.28220110620695,0.37,0.99,0.77561629,100
32,0.25,0.5,123,0.27478952438855,0.4,1.0,0.78037513,100
32,0.25,0.5,456,0.28713732196292,0.39,1.0,0.79102276,100
32,0.25,0.5,789,0.27366648135780997,0.4,1.0,0.7819938500000001,100
32,0.25,0.7,0,0.31851273171728,0.38,0.85,0.8028366,100
32,0.25,0.7,42,0.30721522975482,0.37,0.82,0.79353078,100
32,0.25,0.7,123,0.30375080582575,0.4,0.83,0.79958253,100
32,0.25,0.7,456,0.31642196270087,0.39,0.87,0.8113938500000001,100
32,0.25,0.7,789,0.30938296137852,0.4,0.89,0.80717716,100
32,0.25,0.9,0,0.29984545347388997,0.38,0.44,0.78594959,100
32,0.25,0.9,42,0.29001874895747,0.37,0.37,0.77851507,100
32,0.25,0.9,123,0.27421418306430995,0.4,0.38,0.7753690299999999,100
32,0.25,0.9,456,0.28358330511389,0.39,0.42,0.7849585299999999,100
32,0.25,0.9,789,0.27462243996242997,0.4,0.39,0.7792366900000001,100
32,0.5,0.5,0,0.29929959647161,0.38,1.0,0.79151679,100
32,0.5,0.5,42,0.2849252493203,0.37,1.0,0.77791214,100
32,0.5,0.5,123,0.27478952438855,0.4,1.0,0.78037513,100
32,0.5,0.5,456,0.28713732196292,0.39,1.0,0.79102276,100
32,0.5,0.5,789,0.27366648135780997,0.4,1.0,0.7819938500000001,100
32,0.5,0.7,0,0.36340702200087,0.38,0.98,0.83982671,100
32,0.5,0.7,42,0.36036287413547,0.37,0.98,0.83359651,100
32,0.5,0.7,123,0.33994322681132,0.4,0.95,0.82934528,100
32,0.5,0.7,456,0.35393798047992,0.39,0.99,0.84122584,100
32,0.5,0.7,789,0.33386347560392,0.4,0.97,0.82806588,100
32,0.5,0.9,0,0.39394981414519004,0.38,0.69,0.84467927,100
32,0.5,0.9,42,0.39428069515006003,0.37,0.65,0.84206742,100
32,0.5,0.9,123,0.37234769092983994,0.4,0.64,0.83611394,100
32,0.5,0.9,456,0.37266962694301,0.39,0.66,0.83953429,100
32,0.5,0.9,789,0.37703343663357,0.4,0.66,0.8421520499999999,100
32,1.0,0.5,0,0.29929959647161,0.38,1.0,0.79151679,100
32,1.0,0.5,42,0.2849252493203,0.37,1.0,0.77791214,100
32,1.0,0.5,123,0.27478952438855,0.4,1.0,0.78037513,100
32,1.0,0.5,456,0.28713732196292,0.39,1.0,0.79102276,100
32,1.0,0.5,789,0.27366648135780997,0.4,1.0,0.7819938500000001,100
32,1.0,0.7,0,0.37710446080145,0.37,1.0,0.84641343,100
32,1.0,0.7,42,0.3720113907075,0.37,1.0,0.84067654,100
32,1.0,0.7,123,0.37331822754199995,0.38,1.0,0.8478606999999999,100
32,1.0,0.7,456,0.36117712993739,0.39,1.0,0.84663593,100
32,1.0,0.7,789,0.35481579235458,0.39,1.0,0.83946634,100
32,1.0,0.9,0,0.50213429923313,0.34,0.85,0.8997494899999999,100
32,1.0,0.9,42,0.5252609489901799,0.32,0.85,0.9037975,100
32,1.0,0.9,123,0.52215301829751,0.32,0.87,0.9026199300000001,100
32,1.0,0.9,456,0.4942436260805,0.34,0.85,0.8967282799999999,100
32,1.0,0.9,789,0.4987405274954,0.34,0.84,0.896935,100
32,2.0,0.5,0,0.29929959647161,0.38,1.0,0.79151679,100
32,2.0,0.5,42,0.2849252493203,0.37,1.0,0.77791214,100
32,2.0,0.5,123,0.27478952438855,0.4,1.0,0.78037513,100
32,2.0,0.5,456,0.28713732196292,0.39,1.0,0.79102276,100
32,2.0,0.5,789,0.27366648135780997,0.4,1.0,0.7819938500000001,100
32,2.0,0.7,0,0.37710446080145,0.37,1.0,0.84641343,100
32,2.0,0.7,42,0.3720113907075,0.37,1.0,0.84067654,100
32,2.0,0.7,123,0.37331822754199995,0.38,1.0,0.8478606999999999,100
32,2.0,0.7,456,0.36117712993739,0.39,1.0,0.84663593,100
32,2.0,0.7,789,0.35481579235458,0.39,1.0,0.83946634,100
32,2.0,0.9,0,0.50213429923313,0.34,0.85,0.8997494899999999,100
32,2.0,0.9,42,0.5252609489901799,0.32,0.85,0.9037975,100
32,2.0,0.9,123,0.52215301829751,0.32,0.87,0.9026199300000001,100
32,2.0,0.9,456,0.4942436260805,0.34,0.85,0.8967282799999999,100
32,2.0,0.9,789,0.4987405274954,0.34,0.84,0.896935,100
32,4.0,0.5,0,0.29929959647161,0.38,1.0,0.79151679,100
32,4.0,0.5,42,0.2849252493203,0.37,1.0,0.77791214,100
32,4.0,0.5,123,0.27478952438855,0.4,1.0,0.78037513,100
32,4.0,0.5,456,0.28713732196292,0.39,1.0,0.79102276,100
32,4.0,0.5,789,0.27366648135780997,0.4,1.0,0.7819938500000001,100
32,4.0,0.7,0,0.37710446080145,0.37,1.0,0.84641343,100
32,4.0,0.7,42,0.3720113907075,0.37,1.0,0.84067654,100
32,4.0,0.7,123,0.37331822754199995,0.38,1.0,0.8478606999999999,100
32,4.0,0.7,456,0.36117712993739,0.39,1.0,0.84663593,100
32,4.0,0.7,789,0.35481579235458,0.39,1.0,0.83946634,100
32,4.0,0.9,0,0.50213429923313,0.34,0.85,0.8997494899999999,100
32,4.0,0.9,42,0.5252609489901799,0.32,0.85,0.9037975,100
32,4.0,0.9,123,0.52215301829751,0.32,0.87,0.9026199300000001,100
32,4.0,0.9,456,0.4942436260805,0.34,0.85,0.8967282799999999,100
32,4.0,0.9,789,0.4987405274954,0.34,0.84,0.896935,100
